,Hindi,roman
2769,"यह त्योहार समाज को विशेष वातावरण प्रदान करता है, क्योंकि नववर्ष की छुट्टियां आरंभ होने से लोगों में जो ख़ुशी व उत्साह दिखाता है वह पूरे वर्ष में नहीं दिखता।","yah tyohaar Samaaj ko vishesh vatavaran pradhan karta hai, kyonki Navvarsh ki chhuttiyan aarambh hone se logon men jo khushi v utsah dikhata hai wah pure varsh men nahin dikhta."
2770,राशियाँ द्वादश राशियों का फलादेश,raashiyan dwadash raashiyon ka faladesh
2771,ग्रेट ब्रिटेन के पुर्तगाली समुद्री कुत्तों का क्लब,great britain ke purtgali samudri kutto ka club
2772,इसी कारण इन्हें पद्मासना देवी भी कहा जाता है।,isi karan inhe padmasna devi bhi kaha jata hai.
2773,"लेमोन की फिल्म में जैक लेमोन स्टैलोन का पीछा करते हैं, छीना-झपटी करते हैं और लूटपाट करते हैं, यह सोच कर कि स्टैलोन का चरित्र जेबकतरे का है।","lemmon ki film men Jack Lemmon Stallone ka pichha karte hain, chhina-jhapti karte hain aur lootpat karte hain, yah soch kar ki Stallone ka charitra jebkatare ka hai."
2774,बुद्धिविकास के साथ साथ विक्षिप्तता का भी विकास होता है।,buddhivikas ke sath sath vikshiptta ka bhi vikas hota hai.
2775,(ख) अवस्थापरिवर्तन अथवा गुप्त ताप उष्मामिति।,(kh) avasthaparivartan athava gupt taap ushmmeeti.
2776,तेरी मेरी लव स्टोरी ईशान खुराना,Teri Meri Love Story Ishaan Khurana
2777,"चूंकि हेमकरन को विन्ध्यवासिनी देवी का वरदान रविवार को मिला था, ओरछा में आज भी पवरात्र महोत्सव में इस दिन नगाड़े बनाये जाते हैं।","Chunki Hemkarn ko Vndyawassini eve ka vardan Ravivaar ko mila thaa, Orchh men aaj bi pavraatr mahotsave men is din nadage bajaaye jaate hain."
2778,"तथ्य यह है कि कलवार में से कुछ जैन धर्म के अनुयायी हैं - एक धर्म है, जो मुख्यतः बानिया का पालन करता है, इस सिद्धांत को जोड़ता है।","Tathya yah hai ki kalvaar men se kuch Jain dharm ke anuyayi hain - ek dharm hai, jo mukhyatah baniya ka palan karta hai, is siddhant ko jodta hai."
2779,सिर्फ़ २४ घंटे इंटरनेट मूवी डेटाबेस पर,Sirf 24 ghante Internet Movie Database par
2781,उनके दो बेटों में से एक नरेश गुजराल राज्य सभा सदस्य है और दूसरा बेटा विशाल है।,unake do betom mem se eka naresa gujarala rajya sabha sadasya hai aura dusara beta visala hai.
2782,एयरलाइन और होटल: उदा.,airline aur hoel: uda.
2783,कार्डिनल,Cardinal
2784,एक काउंटर चॅक ग्राहकों को प्रदत्त एक बैंक चॅक है जिनके पास चॅक ख़त्म हो गए हैं या जिनके चॅक अभी उपलब्ध नहीं हुए हैं।,ek counter chek grahakon ko pradatta ek bank check hai jinke paas check khatam ho gaye hain ya jinke check abhi upalabdh nahi hue hain.
2785,"सुरिंदर सिंह कोहली : पंजाबी साहित दा इतिहास (लाहौर बुक शॉप, लुधियाना);","Surindar Singh Kohli : Punjab saahit da itihaas (Lahore book shop, Ludhiana);"
2786,(भारतीय ज्ञानपीठ नवलेखन पुरस्‍कार प्राप्‍त युवा कहानीकार पंकज सुबीर का नया उपन्‍यास।),(bharatiy gyanpeeth navlekhan purs‍kaar prap‍t yuva kahaanikaar pankaj subir ka naya upan‍yaas.)
2787,नुकसान:,nukasaan:
2788,"समाज-कार्य के विकास के साथ-साथ इसके व्यावसायिक संगठन भी बन रहे हैं, जिनसे इसका स्तर ऊँचा उठ रहा है।","Samaaj-Kary ke vikaas ke sath-sath iske vyavsayik sangthan bhi ban rahe hain, jinse iska star unchan uth raha hai."
2789,मानसिक रोग,Manasik rog
2790,हस्तिया,Hastiya
2791,दोनों झीलों में ट्राउट मछली मिलती है।,dono jhilon mein trout machchli milti hai.
